Source,Article,Text
https://www.bbc.co.uk/news/uk,"Police made tough calls on Coronation arrests, says minister","The police had to make ""tough choices"" while handling protests during the Coronation, a minister has said, following criticism over arrests. Culture Secretary Lucy Frazer told BBC's Sunday with Laura Kuenssberg the police were right to factor in the scale and global-nature of the event. MPs, human rights groups and a former chief constable have criticised the police's tactics.Police said on Sunday that 64 people were arrested during the Coronation.The Metropolitan Police had previously said 52 arrests were made on Saturday. In its latest update, it said four people had been charged, while another person arrested remains in custody for non-payment of fines. Fifty-seven people have been released on bail while two others will face no further police action.Among those held on Saturday was the head of the anti-monarchy group Republic, Graham Smith. He was released after 16 hours in custody and said there was ""no longer a right to peaceful protest in the UK"".Other concerns have been raised over reports three volunteers with a Westminster-based women's safety programme had been arrested while handing out rape alarms.The Met said it received intelligence protesters were planning to use rape alarms to disrupt coronation proceedings. Ms Frazer said the right to protest was ""really important"" and people should be heard but there had been a recent change in protesters' tactics.Protesters have been stopping people going about their day-to-day lives, she said, and there was a need to redress that balance.Officers would have made operational decisions on a case-by-case basis, she said, taking into account the scale of the Coronation celebrations. ""We were on the global stage, there were 200 foreign dignitaries in the UK, in London at an event, millions of people watching and hundreds of thousands of people at the scene,"" she added.Labour's shadow health secretary Wes Streeting told the BBC he was reassured the Met were aware of a gap in public confidence over policing and the force was ""explaining and justifying"" why they made some of the arrests.He said Labour would ""wait and see"" whether the force got the balance right, adding ""accountability"" over policing decisions was important.Mr Streeting said if they did not get it right, it was important to ""hold your hands up"".Metropolitan Police Commander Karen Findlay defended her officers' response, saying they had a duty to intervene ""when protest becomes criminal and may cause serious disruption"".She added the Coronation was a ""once-in-a-generation event"" which was a key consideration in their assessment.Hundreds of protesters gathered in the rain in central London on Saturday, with chants including ""down with the Crown"", ""don't talk to the police"" and ""get a real job"".But Mayor of London Sadiq Khan said some of the arrests ""raise questions"" over the Met's actions, adding he has ""sought urgent clarity"" whilst investigations are ongoing. Other protests were organised in Cardiff, Glasgow and Edinburgh. No arrests were reported outside London.While campaigners insisted their protests were peaceful, the police said they had intelligence that groups were ""determined to disrupt"" the occasion.Leader of the Liberal Democrats Sir Ed Davey said he was not sure about the exact circumstances of the arrest, and called for more detail from the police. Speaking to the BBC's Laura Kuenssberg, he criticised the government for ""passing legislation to clamp down on protest that breached British traditions of civil liberties"".Several Labour MPs have also been critical of the Met's response. Senior backbencher Sir Chris Bryant said on Twitter that ""freedom of speech is the silver thread that runs through a parliamentary constitutional monarchy"".In a statement on Sunday, Republic chief Mr Smith said the arrests had ""destroyed whatever trust might have existed between peaceful protesters and the Metropolitan police"".""What is the point in being open and candid with the police, working with their liaison officers and meeting senior commanders, if all their promises and undertakings turn out to be a lie?""Mr Smith was arrested early on Saturday - before the Coronation began - at a protest in Trafalgar Square.Watch: Anti-monarchy protester Matt Turnbull arrested near Trafalgar SquareThe Met said it had confiscated ""lock-on devices"" which protesters can use to secure themselves to things like railings. It has now become illegal to prepare to lock-on following changes to the law passed this week.But Matt Turnbull, another member of Republic who was arrested, said the straps were being used to hold the placards and had been ""misconstrued"" as lock-on devices. A former police chief has said she is ""very disappointed"" by the arrest of protesters and strongly criticised the new powers. Sue Sim, a former chief constable with Northumbria Police and a specialist in public order policing, said she was ""very disappointed"" by the arrest of protesters and called the new powers ""draconian"".""I think when you're talking about terrorism, where people's lives are at risk that's a very different thing. But where you are talking about peaceful protest the whole thing for me is, what type of society do we want? We do not want a totalitarian police state,"" she told BBC Radio 4's World This Weekend. Concerns about the police's approach were also raised by Westminster City Council over reports that volunteers with its Night Star women's safety programme had been detained and questioned after being stopped by officers while handing out rape alarms.Councillor Aicha Less said the authority was working with the Met to establish what happened and was in touch with volunteers to make sure they were being supported.The Met said it had received intelligence about plans to use rape alarms to disrupt the Coronation procession by scaring military horses, causing ""significant risk to the safety of the public and the riders"".The force said three people were arrested in the Soho area of London over suspicion of conspiracy to commit public nuisance. One man was also further arrested on suspicion of handling stolen goods. All three have since been released.Deputy Assistant Commissioner Ade Adelekan said the force were ""aware of and understand there is public concern over these arrests"" and added the matter was still under investigation.Dozens of protesters arrested during CoronationCharles and Camilla crowned in historic CoronationCoronation protests allowed, security minister saysRoyalists and republicans mark the CoronationArrested heckler vows to protest at CoronationPolice take to rooftops and manholes for funeral securityPa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Arrest as Bristol Underfall boat yard fire deemed 'suspicious',"A 45-year-old man has been arrested after a fire that badly damaged a boat yard in Bristol was deemed ""suspicious"".The fire happened at Underfall Yard in the Hotwells area of the city in the early hours of Saturday, with a plume of smoke visible across the city.Specialist fire investigators working with Avon and Somerset Police said they are now treating the fire as a ""suspicious incident"".A 45-year-old man is in police custody. Avon Fire and Rescue evacuated more than 20 people from their flats close to the boat yard near Cumberland Road when the fire was on-going. They have since returned home. Fire officers stopped the fire from spreading by moving a burning boat away from others.Underfall Yard has been crucial to the operation and maintenance of Bristol's Floating Harbour, which was dates back to the early 1800s.The yard is home to maritime businesses involved in boatbuilding, marine engineering, metal working and training.Follow BBC West on Facebook, Twitter and Instagram. Send your story ideas to: bristol@bbc.co.uk Historical harbour buildings damaged in fireAvon and Somerset PolicePa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Teen victim named in Bath murder investigation,"A man killed in the centre of Bath has been named by police as 18-year-old Ben Moncrieff, from the city.Emergency services were called to Southgate Street at around 03:30 BST on Saturday where they found a man critically injured.He was confirmed dead at the scene.A 15-year-old arrested on suspicion of murder remains in police custody, while two others detained by officers have been released without charge.Avon and Somerset Police said while formal identification had yet to take place, Mr Moncrief's family had been informed and were being supported by specially trained officers.Ch Insp Ronnie Lungu, of the Bath Neighbourhood Team said: ""Our Major Crime Investigation Team is continuing to progress its inquiries into what happened, reviewing a significant amount of CCTV footage and taking statements from witnesses.""An extension has been granted this afternoon to allow us to continue to question the individual we have in custody."" Ch Insp Lungu said officers' thoughts were with Mr Moncrieff's family and asked that their privacy was respected.He added that extra patrols would be carried out in the area to reassure members of the public. Follow BBC West on Facebook, Twitter and Instagram. Send your story ideas to: bristol@bbc.co.uk Three arrested in city centre murder inquiryPa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,King Charles III's Coronation watched by more than 18 million viewers,"The King's Coronation was watched by an average of 18 million viewers in the UK, overnight figures have shown. The ceremony, which saw the King and Queen Camilla crowned, was broadcast simultaneously across a range of channels between 11:00 and 13:00 BST. Viewing peaked at 20.4 million as the King was crowned just after midday, audience measurement group Barb said. The figures are smaller than when an average of 26.5 million viewers tuned in for Queen Elizabeth II's funeral. An average of 18.8 million people tuned into watch the Coronation across 11 channels and services, including BBC One, Two, ITV and Sky News. On BBC One, a peak of 13.4 million viewers tuned in to the broadcast led by Huw Edwards and the channel had an average audience of 11.9 million, the BBC said.ITV said an average of 3.3 million viewers watched the ceremony on ITV1 between 10:45 and 13:00.Sky News had an average of 568,000 viewers during its broadcast of the Coronation service, while GB News had an average of 176,000 and Talk TV had an average of 14,000 viewers. Channel 4 opted to show film Johnny English Strikes Again instead of the Coronation with an average of 138,000 people preferring to the watch Rowan Atkinson film. Meanwhile, on Channel 5 children were entertained with The Adventures of Paddington Bear and SpongeBob SquarePants. Millions of people are thought to have watched the Queen's coronation on television in 1953 - but there are no reliable figures, making it difficult to measure against this year's ceremony. Based on surveys carried out by the BBC at the time, it is estimated that more than 20 million adults in the UK watched it. The funeral service for the King's ex-wife Diana, Princess of Wales in 1997 was seen by 31 million on BBC and ITV - making it the highest TV audience on record. Charles and Camilla crowned in historic CoronationWhat it was really like inside the AbbeyQueen's funeral watched by 28 million in UKPa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Belfast: Man held after hostage 'ordeal' at Clayton Hotel,"A person was taken hostage by a man armed with what was believed to have been a gun in a Belfast hotel.Police were told that a man with a gun was in the Clayton Hotel on Sunday evening, threatening staff and guests.The police said officers were on the scene within minutes and when they arrived, a man had been taken hostage. Specially-trained officers arrived shortly afterwards and the hostage was released. A 31-year-old man was later arrested.The incident began at about 18:45 BST and police cordons remained in place for several hours.""The suspect attempted to make off from the scene, but was detained by police. It was confirmed that the item was not a firearm,"" said a police spokesman.""I want to thank the staff and patrons present for their cooperation during what was a terrifying ordeal. Thankfully, no-one is believed to have been physically harmed.""During the incident, Ormeau Avenue in Belfast city centre was cordoned off, and armed police and sniffer dogs could be seen entering the hotel.BBC News NI was told that some guests who were in their rooms were advised to stay there.Police officers remain at the scene.Pa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdHeavily armed Texas mall gunman identifiedHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Women's safety volunteers arrested ahead of Coronation,"Westminster City Council officials said they are ""deeply concerned"" by reports women's safety volunteers were arrested hours before the Coronation.The Met said at about 02:00 BST on Saturday three people were arrested in Soho on suspicion of conspiracy to commit public nuisance.Among items seized were a number of rape alarms, the force said.The Met said it ""received intelligence"" people ""were planning to use rape alarms to disrupt the procession"".Two women, 37 and 59, and a man, 47, were taken to a south London police station where they were questioned.The man was further arrested on suspicion of handling stolen goods, the force said.All three have been released on bail pending further inquiries.Deputy Assistant Commissioner Ade Adelekan said: ""We are aware of and understand there is public concern over these arrests. However, the matter is still under investigation.""The intelligence we received led us to be extremely worried about the potential risk to public safety.""Aicha Less, cabinet member for communities and public protection at Westminster City Council, said: ""We are deeply concerned by reports of our Night Stars volunteers being arrested overnight.""This service has been a familiar and welcome sight in the West End for a long time and have extensive training so they can assist the most vulnerable on the streets late at night.""We are working with the Metropolitan Police to establish exactly what happened, and in the meantime, we are in touch with our volunteers to ensure they are receiving the support they need.""A spokesperson for Sadiq Khan said: ""Whilst an investigation into the incident is still ongoing, the mayor has urgently sought clarity around the circumstances which culminated in the arrest of three Westminster Night Watch volunteers on Friday evening. ""The Mayor remains in close contact with the Met's senior leadership.""Night Stars is a part of the central London council's night safety campaign.According to the council's website, Night Stars volunteers are ""focused on working with the West End's evening and night-time economy businesses to promote women's safety and reduce violence against women and girls"".It adds: ""The team will provide wider support to anyone who becomes vulnerable due to intoxication to reduce the risk to their safety or prevent them from becoming victims of crime.""The Night Safety volunteers aim to make London's nightlife safer for everyone.""Follow BBC London on Facebook, Twitter and Instagram. Send your story ideas to hellobbclondon@bbc.co.ukTough calls made on Coronation arrests - ministerMet Police arrest anti-monarchy protestersDozens of protesters arrested during CoronationCoronation protests allowed, security minister saysPa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Thousands take part in Great Birmingham Run,"Thousands of people have taken part in the Great Birmingham Run on a new course, which organisers said showcased the best of the city.The updated route saw runners begin in Centenary Square, before they took in the Jewellery Quarter and Digbeth. Some finished a 10km route, while others went on to Edgbaston for the half marathon.There were also 500 mini and junior runners taking part on Sunday, organisers said.Among those to finish the half marathon was West Midlands Police officer Jess Davies, who ran in memory of murdered Arthur Labinjo-Hughes.Arthur, six, was killed by his step-mother Emma Tustin and his father Thomas Hughes in Solihull, in June 2020.Ms Davies ran to raise money for Arthur's Angels and for a campaign calling for social workers to wear bodycams during home visits. Arthur's Angels was set up by Arthur's cousin Bernie Dixon and aims to keep his memory alive while raising awareness of child abuse and donating toys to vulnerable children.Follow BBC West Midlands on Facebook, Twitter and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.ukMan to attempt half marathon in ski bootsPolice officer to run half marathon for ArthurNew run route to showcase 'best of Brum'Great Birmingham RunPa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Highlights from King Charles III Coronation concert,"King Charles III and the Royal Family have come together with a vast audience in the grounds of Windsor Castle to watch the Coronation concert. It was a night that celebrated the arts, from pop star performances, to choirs and orchestras to cartoon characters and a colourful drone display, hosted by actor Hugh Bonneville.William, the Prince of Wales, also took to the stage to pay tribute to his father and the late Queen Elizabeth II. Watch: Coronation concert wows King and crowd. Video, 00:01:16Watch: Coronation concert wows King and crowdUp Next. William pays homage to King Charles and late Queen. Video, 00:00:29William pays homage to King Charles and late QueenThen and now: Watch two coronations 70 years apart. Video, 00:01:27Then and now: Watch two coronations 70 years apartKate comforts crying girl as royal couple meet crowds. Video, 00:01:18Kate comforts crying girl as royal couple meet crowdsHarry's hurried visit to London... in 60 seconds. Video, 00:01:00Harry's hurried visit to London... in 60 secondsTexas shooting: People flee as gunshots are heard. Video, 00:00:12Texas shooting: People flee as gunshots are heardKing and Queen wave from Palace balcony. Video, 00:01:08King and Queen wave from Palace balconyCoronation procession returns to Palace. Video, 00:01:03Coronation procession returns to PalaceKing Charles crowned – watch events inside the abbey. Video, 00:02:00King Charles crowned – watch events inside the abbeyWatch the moment King Charles III is crowned. Video, 00:00:49Watch the moment King Charles III is crownedWATCH: Prince Harry at the King's coronation. Video, 00:00:51WATCH: Prince Harry at the King's coronationWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Harry's hurried visit to London... in 60 seconds,"King Charles' Coronation is the first time the Duke of Sussex has been seen publicly with his family since his controversial memoir Spare came out. Prince Harry could be seen sitting two rows behind his brother, the Prince of Wales, at Westminster Abbey.The BBC's Duncan's Kennedy breaks down the prince's brief stint in London and what he did.Video by Mattea Bubalo and Jack BurgessHarry's hurried visit to London... in 60 seconds. Video, 00:01:00Harry's hurried visit to London... in 60 secondsUp Next. Kate comforts crying girl as royal couple meet crowds. Video, 00:01:18Kate comforts crying girl as royal couple meet crowdsWATCH: Prince Harry at the King's coronation. Video, 00:00:51WATCH: Prince Harry at the King's coronationCoronation's most eye-catching guest outfits. Video, 00:00:54Coronation's most eye-catching guest outfitsThen and now: Watch two coronations 70 years apart. Video, 00:01:27Then and now: Watch two coronations 70 years apartWatch: Coronation concert wows King and crowd. Video, 00:01:16Watch: Coronation concert wows King and crowdTexas shooting: People flee as gunshots are heard. Video, 00:00:12Texas shooting: People flee as gunshots are heardKing and Queen wave from Palace balcony. Video, 00:01:08King and Queen wave from Palace balconyCoronation procession returns to Palace. Video, 00:01:03Coronation procession returns to PalaceKing Charles crowned – watch events inside the abbey. Video, 00:02:00King Charles crowned – watch events inside the abbeyWatch the moment King Charles III is crowned. Video, 00:00:49Watch the moment King Charles III is crownedWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Kate comforts crying girl as royal couple meet Windsor crowds,"The Prince of Wales and Catherine, Princess of Wales, have been meeting crowds celebrating the King's Coronation on the Long Walk in Windsor. While Kate comforted a crying girl, William sampled a local homemade cocktail.Thousands have been taking part in street parties across the UK as part of the Coronation Big Lunch.Kate comforts crying girl as royal couple meet crowds. Video, 00:01:18Kate comforts crying girl as royal couple meet crowdsUp Next. Then and now: Watch two coronations 70 years apart. Video, 00:01:27Then and now: Watch two coronations 70 years apartWATCH: Prince Harry at the King's coronation. Video, 00:00:51WATCH: Prince Harry at the King's coronationCoronation's most eye-catching guest outfits. Video, 00:00:54Coronation's most eye-catching guest outfitsWatch the moment Camilla is crowned Queen. Video, 00:00:45Watch the moment Camilla is crowned QueenWatch: Coronation concert wows King and crowd. Video, 00:01:16Watch: Coronation concert wows King and crowdHarry's hurried visit to London... in 60 seconds. Video, 00:01:00Harry's hurried visit to London... in 60 secondsTexas shooting: People flee as gunshots are heard. Video, 00:00:12Texas shooting: People flee as gunshots are heardKing and Queen wave from Palace balcony. Video, 00:01:08King and Queen wave from Palace balconyCoronation procession returns to Palace. Video, 00:01:03Coronation procession returns to PalaceKing Charles crowned – watch events inside the abbey. Video, 00:02:00King Charles crowned – watch events inside the abbeyWatch the moment King Charles III is crowned. Video, 00:00:49Watch the moment King Charles III is crownedWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,King and Queen wave from Buckingham Palace balcony,"King Charles and Queen Camilla appear on Buckingham Palace's balcony, ahead of the flypast. You can watch full highlights of the Coronation now, on BBC iPlayer. King and Queen wave from Palace balcony. Video, 00:01:08King and Queen wave from Palace balconyUp Next. King Charles crowned – watch events inside the abbey. Video, 00:02:00King Charles crowned – watch events inside the abbeyWatch the moment King Charles III is crowned. Video, 00:00:49Watch the moment King Charles III is crownedWatch the moment Camilla is crowned Queen. Video, 00:00:45Watch the moment Camilla is crowned QueenCoronation's most eye-catching guest outfits. Video, 00:00:54Coronation's most eye-catching guest outfitsWatch: Coronation concert wows King and crowd. Video, 00:01:16Watch: Coronation concert wows King and crowdHarry's hurried visit to London... in 60 seconds. Video, 00:01:00Harry's hurried visit to London... in 60 secondsKate comforts crying girl as royal couple meet crowds. Video, 00:01:18Kate comforts crying girl as royal couple meet crowdsThen and now: Watch two coronations 70 years apart. Video, 00:01:27Then and now: Watch two coronations 70 years apartTexas shooting: People flee as gunshots are heard. Video, 00:00:12Texas shooting: People flee as gunshots are heardCoronation procession returns to Palace. Video, 00:01:03Coronation procession returns to PalaceWATCH: Prince Harry at the King's coronation. Video, 00:00:51WATCH: Prince Harry at the King's coronationWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
https://www.bbc.co.uk/news/uk,Coronation procession returns to Buckingham Palace,"Coronation procession returns to Buckingham Palace.You can watch full highlights of the Coronation now, on BBC iPlayer.Coronation procession returns to Palace. Video, 00:01:03Coronation procession returns to PalaceUp Next. King Charles crowned – watch events inside the abbey. Video, 00:02:00King Charles crowned – watch events inside the abbeyWatch the moment King Charles III is crowned. Video, 00:00:49Watch the moment King Charles III is crownedWatch the moment Camilla is crowned Queen. Video, 00:00:45Watch the moment Camilla is crowned QueenCoronation's most eye-catching guest outfits. Video, 00:00:54Coronation's most eye-catching guest outfitsWatch: Coronation concert wows King and crowd. Video, 00:01:16Watch: Coronation concert wows King and crowdHarry's hurried visit to London... in 60 seconds. Video, 00:01:00Harry's hurried visit to London... in 60 secondsKate comforts crying girl as royal couple meet crowds. Video, 00:01:18Kate comforts crying girl as royal couple meet crowdsThen and now: Watch two coronations 70 years apart. Video, 00:01:27Then and now: Watch two coronations 70 years apartTexas shooting: People flee as gunshots are heard. Video, 00:00:12Texas shooting: People flee as gunshots are heardKing and Queen wave from Palace balcony. Video, 00:01:08King and Queen wave from Palace balconyWATCH: Prince Harry at the King's coronation. Video, 00:00:51WATCH: Prince Harry at the King's coronationWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
